  Comments,Ankon,Rizvi,Sourov,FinalTag
চোরের জন্য আদালতের এতো দরদ কেন?পকেটে কিছু ঢুকছে ??,Disgust,Disgust,Disgust,Disgust
আইনকানুন সব আই ওয়াশ ছাড়া কিছু না... কোথায় এই মহিলার ডক্টরেট বাতিল করে জরিমানা করবে তার কোন খবর নাই পুনর্বহাল করতে বলছে।,Disgust,Disgust,Disgust,Disgust
নৈতিকতা বলে একটা কথা আছে। সেই টা জানলে এই চোর টা আর বিশ্ববিদ্যালয়ে ফিরতো না।,Disgust,Disgust,Disgust,Disgust
চৌর্যবৃত্তির দায়ে অভিযুক্ত একজন শিক্ষিকা। তিনি কি এখন ছাত্র-ছাত্রীদের নৈতিকতা শেখাতে পারবেন?,Disgust,Disgust,Disgust,Disgust
বিন্দুমাত্র লজ্জাশরম থাকলে দেশ ছেড়ে পালিয়ে যাওয়ার কথা ছিলো!,Disgust,Disgust,Disgust,Disgust
মরহুমের সন্তান এবং পরিবারের সদস্যদের প্রতি সমবেদনা,Sadness,Sadness,Sadness,Sadness
চীন সরকার নিজ দেশের নাগরিকদের জুলুম কারী।।,Sadness,Sadness,Sadness,Sadness
শ্রীলঙ্কা আফগানিস্তান কঠিন গ্রুপ? অবশ্য আমাদের দলের যে অবস্থা! জিম্বাবুয়ে স্কটল্যান্ড পড়লে সেটাও কঠিন হয়ে যাবে আমাদের জন্য!,Disgust,Disgust,Disgust,Disgust
"ছয় মারতে নাভিশ্বাস ওঠে, এমন দলকে টিটুয়েন্টি খেলতে দেয়া উচিত না।",Anger,Anger,Anger,Anger
"ফলাফল কি হলো সেটা বিষয় নয়,
এশিয়া কাপে খেলাটাই বড় বিষয় ।",Happiness,Happiness,Happiness,Happiness
কোন কঠিন কঠিন না।আমাদের আছে তারুণ্য।সব বাধা গুঁড়িয়ে চুরমার করে ছাড়ব,Happiness,Happiness,Happiness,Happiness
জাতীয় পোষাককে অবমাননা করার কারনে তাদের জরিমানা হওয়া উচিত,Anger,Anger,Anger,Anger
"বাঙালি সংস্কৃতি চর্চাতে বাধা, আইনগত ব্যবস্থা নেয়া হোক।",Anger,Anger,Anger,Anger
লুঙ্গি পড়ে হলে সিনেমা দেখতে গেলে কি এসির বাতাসে লুঙ্গি খুলে যেতে পারে,Disgust,Disgust,Disgust,Disgust
লুঙ্গি আমাদের ঐতিহ্য পোশাক এর অবমাননা কোন ভাবেই এর দায় স্টার সিনেপ্লেক্স কর্তৃপক্ষ এড়াতে পারে না। ,Disgust,Disgust,Disgust,Disgust
"এই বৈষম্য কেন, রাষ্ট্রের একজন নাগরিক হিসেবে আমি জানতে চাই",Disgust,Disgust,Disgust,Disgust
"যাদের টাকা মেরে বড় লোক হয়, তাদের প্রতি বৈষম্যতো আজীবন দেখে আসছি",Disgust,Disgust,Disgust,Disgust
আমিও সবাইকে নিয়ে লুঙ্গি পরে মুভি দেখতে যাবো দেখি কে ঠেকায়,Anger,Anger,Anger,Anger
আবার এরা বলে দেশ ও দেশের ঐতিহ্য বাচাতে বাংলা সিনেমা দেখুন। দেশীয় সংস্কৃতিকে বাচান।,Sadness,Sadness,Sadness,Sadness
যে কর্মচারি এমন কাজ করেছে তাঁকে পুরাদিন সনি হলের সামনে কান ধরে দাড় করিয়ে রাখা হোক।,Anger,Anger,Anger,Anger
লুঙ্গি পরা ব্যক্তিরা দেশ স্বাধীন করলেও এদেশ এখন আর লুঙ্গি পরা ব্যক্তিদের জন্য নয়। এদেশ এখন স্যুট প্যান্ট পরা সাহেবদের। যারা ইংরেজদের লেবাস ধরে ইংরেজদের মত দেশটা চুষে খাচ্ছে। ,Sadness,Sadness,Sadness,Sadness
মানুষকে ছোট না করতে পারলে ভালো লাগে না। উনি তো খারাপ কিছু পরেন নাই।,Disgust,Disgust,Disgust,Disgust
হালার পু হালারা দেশিয় সংস্কৃতির ধার ধারে না। এ আইছে সিনেপ্লেক্স! ,Anger,Anger,Anger,Anger
তাতে আমার বাল ছেড়া গেল... এটা বোঝা যাচ্ছে যে এটা একটা সাজানো নাটক,Anger,Anger,Anger,Anger
"শুধু ইংলিশ মিডিয়াম স্কুলে এই সমস্যা না, বাংলা মিডিয়াম স্কুলেও এই সমস্যা, সাথে বাধ্যতামূলক কোচিং করতে হবে এবং বিভিন্ন ধরনের ফি তো আছেই।",Sadness,Sadness,Sadness,Sadness
কতো লক্ষ তাল গাছ লাগানো হয়েছিল। সেগুলো কোথায় ?,Disgust,Disgust,Disgust,Disgust
"অযোগ্য গতি ডানোবদের সরিয়ে দিয়ে যোগ্যদের সুযোগ দেওয়ার এখনই সময়, আরো দেরি হয়ে গেলে খুব ক্ষতি করে ফেলবে!",Fear,Fear,Fear,Fear
আপনার এবং আপনাদের মত সব অযোগ্য ব্যক্তিদের দিয়ে বিসিবি ভরে গেছে।এবং আজ তার ফল দেশের ক্রিকেট প্রতিটি ম্যাচে ভোগ করতেছে।,Disgust,Disgust,Disgust,Disgust
খালেদ মাহমুদের সৌভাগ্য যে এখনও ঐ পদে আছে।যোগ্য লোকের তো বাংলাদেশে অভাব। এখনো সময় আছে এই জায়গাটা অন্তত আর নষ্ট করেন না,Anger,Anger,Anger,Anger
